Publication Title,Total_Forks,Diversity_Score
"Prospective, multicenter study of antimicrobial-coated, noncrosslinked, acellular porcine dermal matrix (XenMatrix‚Ñ¢ AB Surgical Graft) for hernia repair in all centers for ‚Ä¶",1.0,0.0
Recommendations from the Working Group on Neuroimaging,1.0,0.0
Reply to: The Effectiveness of Prophylactic Use of HFNC and NIPPV on Reintubation: Concerning the Heterogeneity of ABI Patients,1.0,0.0
The ICU Bundle Board: A Novel Real-Time Data Visualization Tool to Improve Maintenance Care for Invasive Catheters.,1.0,0.0
The Impact of Asthma and Metabolic Syndrome in COVID-19: An Analysis of the Virus COVID-19 Registry,1.0,0.0
"The burden of firearm injuries on the hospital system, 2000â€“2020",1.0,0.0
The relationship between norepinephrine equivalent dose of vasopressors within 24 hours from the onset of septic shock and in-hospital mortality rate,1.0,0.0
"Uncovering and mitigating bias in large, automated MRI analyses of brain development",1.0,0.0
Unsupervised Machine Learning Unveil Easily Identifiable Subphenotypes of COVID-19 With Differing Disease Trajectories,1.0,0.0
Unsupervised machine learning identifies symptoms of indigestion as a predictor of acute decompensation and adverse cardiac events in patients with heart failure presenting to ‚Ä¶,1.0,0.0
Using Age as a Prognostic Factor for Short-term Survival Improves Life Support Allocation Under Crisis Standards of Care,1.0,0.0
Utilization of mechanical power and associations with clinical outcomes in brain injured patients: a secondary analysis of the extubation strategies in neuro-intensive care ‚Ä¶,1.0,0.0
Ventilation Strategies in Simulated Obstructive Lung Disease,1.0,0.0
White Blood Cell Population Data Improves Identification of Sepsis in Hospitalized Adults: A Retrospective Cohort Study,1.0,0.0
Wide QRS Complexes Following Ablation for Reentrant Tachycardia,1.0,0.0
Youth Team Sports Participation Associates With Reduced Dimensional Psychopathology Through Interaction With Biological Risk Factors,1.0,0.0
patient perception of fall risk in the acute care setting,1.0,0.0
