Fork Name,Publication Title,level_2 2017,Gender - Author 2017,level_2 2023,Gender - Author 2023
"Brandon Michael Henry, MD",Evidence-Based Assessment Of The Anatomy Of The Bronchial Arteries,Total Co-authors,8.0,0,0.0
"Brandon Michael Henry, MD",Factors influencing health-related quality-oflife in Polish colorectal cancer patients without liver metastases,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Factors influencing health-related quality-oflife in Polish colorectal cancer patients without liver metastases,Female Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",Factors influencing health-related quality-oflife in Polish colorectal cancer patients without liver metastases,Total Co-authors,6.0,0,0.0
"Brandon Michael Henry, MD",IMPACT OF MINIMALLY INVASIVE DECOMPRESSION SURGERY ON THE QUALITY OF LIFE OF PATIENTS WITH LUMBAR SPINAL STENOSIS-A 2 YEAR FOLLOW-UP STUDY.,Male Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",IMPACT OF MINIMALLY INVASIVE DECOMPRESSION SURGERY ON THE QUALITY OF LIFE OF PATIENTS WITH LUMBAR SPINAL STENOSIS-A 2 YEAR FOLLOW-UP STUDY.,Female Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",IMPACT OF MINIMALLY INVASIVE DECOMPRESSION SURGERY ON THE QUALITY OF LIFE OF PATIENTS WITH LUMBAR SPINAL STENOSIS-A 2 YEAR FOLLOW-UP STUDY.,Total Co-authors,9.0,0,0.0
"Brandon Michael Henry, MD","Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a meta â€¦",Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD","Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a meta â€¦",Female Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD","Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a meta â€¦",Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",Injury to the Infrapatellar Branch of the Saphenous Nerve during Tendon Graft Harvesting for Knee Ligament Reconstruction: An Ultrasound Simulation Study,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Injury to the Infrapatellar Branch of the Saphenous Nerve during Tendon Graft Harvesting for Knee Ligament Reconstruction: An Ultrasound Simulation Study,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Injury to the Infrapatellar Branch of the Saphenous Nerve during Tendon Graft Harvesting for Knee Ligament Reconstruction: An Ultrasound Simulation Study,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",Injury to the infrapatellar branch of the saphenous nerve during tendon graft harvesting for knee ligament reconstruction: An ultrasound simulation study,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Injury to the infrapatellar branch of the saphenous nerve during tendon graft harvesting for knee ligament reconstruction: An ultrasound simulation study,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Injury to the infrapatellar branch of the saphenous nerve during tendon graft harvesting for knee ligament reconstruction: An ultrasound simulation study,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",Large prospective validation and cultural adaptation of the Polish version of the Swiss Spinal Stenosis Questionnaire for patients with lumbar spinal stenosis,Male Co-authors,6.0,0,0.0
"Brandon Michael Henry, MD",Large prospective validation and cultural adaptation of the Polish version of the Swiss Spinal Stenosis Questionnaire for patients with lumbar spinal stenosis,Female Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",Large prospective validation and cultural adaptation of the Polish version of the Swiss Spinal Stenosis Questionnaire for patients with lumbar spinal stenosis,Total Co-authors,9.0,0,0.0
"Brandon Michael Henry, MD",Lateral and posterolateral foraminal variations of the atlas: A meta-analysis,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Lateral and posterolateral foraminal variations of the atlas: A meta-analysis,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Lateral and posterolateral foraminal variations of the atlas: A meta-analysis,Total Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Neonatal pinealectomy in ratsâ€”a simple micro-suction technique,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Neonatal pinealectomy in ratsâ€”a simple micro-suction technique,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Neonatal pinealectomy in ratsâ€”a simple micro-suction technique,Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",Origin and prevalence of the accessory phrenic nerve: A metaâ€analysis and clinical appraisal,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Origin and prevalence of the accessory phrenic nerve: A metaâ€analysis and clinical appraisal,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Origin and prevalence of the accessory phrenic nerve: A metaâ€analysis and clinical appraisal,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD","Origin, branching, and communications of the intercostobrachial nerve: a meta-analysis with implications for mastectomy and axillary lymph node dissection in breast cancer",Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD","Origin, branching, and communications of the intercostobrachial nerve: a meta-analysis with implications for mastectomy and axillary lymph node dissection in breast cancer",Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD","Origin, branching, and communications of the intercostobrachial nerve: a meta-analysis with implications for mastectomy and axillary lymph node dissection in breast cancer",Total Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD","P3272 Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a â€¦",Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD","P3272 Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a â€¦",Female Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD","P3272 Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a â€¦",Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",Polish translation of the Anatomical Quality Assurance (AQUA) Checklist: new guidelines for reporting in original anatomical studies,Male Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",Polish translation of the Anatomical Quality Assurance (AQUA) Checklist: new guidelines for reporting in original anatomical studies,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Polish translation of the Anatomical Quality Assurance (AQUA) Checklist: new guidelines for reporting in original anatomical studies,Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD","Prevalence of foramen arcuale and its clinical significance: A meta-analysis of 55,985 subjects: PS095",Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD","Prevalence of foramen arcuale and its clinical significance: A meta-analysis of 55,985 subjects: PS095",Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD","Prevalence of foramen arcuale and its clinical significance: A meta-analysis of 55,985 subjects: PS095",Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD","Prevalence of foramen arcuale and its clinical significance: a meta-analysis of 55,985 subjects",Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD","Prevalence of foramen arcuale and its clinical significance: a meta-analysis of 55,985 subjects",Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD","Prevalence of foramen arcuale and its clinical significance: a meta-analysis of 55,985 subjects",Total Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Risk of iatrogenic injury to the infrapatellar branch of the saphenous nerve during hamstring tendon harvesting: A metaâ€analysis,Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD",Risk of iatrogenic injury to the infrapatellar branch of the saphenous nerve during hamstring tendon harvesting: A metaâ€analysis,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Risk of iatrogenic injury to the infrapatellar branch of the saphenous nerve during hamstring tendon harvesting: A metaâ€analysis,Total Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Superficial fibular nerve variations of fascial piercing: A metaâ€analysis and clinical consideration,Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD",Superficial fibular nerve variations of fascial piercing: A metaâ€analysis and clinical consideration,Female Co-authors,8.0,0,0.0
"Brandon Michael Henry, MD",Superficial fibular nerve variations of fascial piercing: A metaâ€analysis and clinical consideration,Total Co-authors,8.0,0,0.0
"Brandon Michael Henry, MD",The Achilles tendon and the retrocalcaneal bursa AN ANAT OMICAL AND RADIOLOGICAL STUDY,Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD",The Achilles tendon and the retrocalcaneal bursa AN ANAT OMICAL AND RADIOLOGICAL STUDY,Female Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",The Achilles tendon and the retrocalcaneal bursa AN ANAT OMICAL AND RADIOLOGICAL STUDY,Total Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",The Achilles tendon and the retrocalcaneal bursa: An anatomical and radiological study,Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD",The Achilles tendon and the retrocalcaneal bursa: An anatomical and radiological study,Female Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",The Achilles tendon and the retrocalcaneal bursa: An anatomical and radiological study,Total Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",The Anastomoses of the recurrent laryngeal nerve in the larynx: a meta-analysis and systematic review,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The Anastomoses of the recurrent laryngeal nerve in the larynx: a meta-analysis and systematic review,Female Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",The Anastomoses of the recurrent laryngeal nerve in the larynx: a meta-analysis and systematic review,Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",The Non-Recurrent Laryngeal Nerve: a meta-analysis and clinical considerations,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The Non-Recurrent Laryngeal Nerve: a meta-analysis and clinical considerations,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The Non-Recurrent Laryngeal Nerve: a meta-analysis and clinical considerations,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",The Reliability of the Tracheoesophageal Groove and the Ligament of Berry as Landmarks for Identifying the Recurrent Laryngeal Nerve: A Cadaveric Study and Meta-Analysis,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The Reliability of the Tracheoesophageal Groove and the Ligament of Berry as Landmarks for Identifying the Recurrent Laryngeal Nerve: A Cadaveric Study and Meta-Analysis,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The Reliability of the Tracheoesophageal Groove and the Ligament of Berry as Landmarks for Identifying the Recurrent Laryngeal Nerve: A Cadaveric Study and Meta-Analysis,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",The Vascular Microarchitecture of the Human Fetal Pancreas: A Corrosion Casting and Scanning Electron Microscopy Study,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The Vascular Microarchitecture of the Human Fetal Pancreas: A Corrosion Casting and Scanning Electron Microscopy Study,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The Vascular Microarchitecture of the Human Fetal Pancreas: A Corrosion Casting and Scanning Electron Microscopy Study,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",The current state of intermittent intraoperative neural monitoring for prevention of recurrent laryngeal nerve injury during thyroidectomy: a PRISMA-compliant systematic review â€¦,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The current state of intermittent intraoperative neural monitoring for prevention of recurrent laryngeal nerve injury during thyroidectomy: a PRISMA-compliant systematic review â€¦,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The current state of intermittent intraoperative neural monitoring for prevention of recurrent laryngeal nerve injury during thyroidectomy: a PRISMA-compliant systematic review â€¦,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",The evidence-based surgical anatomy of the popliteal artery and the variations in its branching patterns,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The evidence-based surgical anatomy of the popliteal artery and the variations in its branching patterns,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The evidence-based surgical anatomy of the popliteal artery and the variations in its branching patterns,Total Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The filum terminale internum and externum: a comprehensive review,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The filum terminale internum and externum: a comprehensive review,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",The filum terminale internum and externum: a comprehensive review,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD","The prevalence and morphometry of an accessory spleen: A meta-analysis and systematic review of 22,487 patients",Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD","The prevalence and morphometry of an accessory spleen: A meta-analysis and systematic review of 22,487 patients",Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD","The prevalence and morphometry of an accessory spleen: A meta-analysis and systematic review of 22,487 patients",Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD","The pterygoalar bar: A meta-analysis of its prevalence, morphology and morphometry",Male Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD","The pterygoalar bar: A meta-analysis of its prevalence, morphology and morphometry",Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD","The pterygoalar bar: A meta-analysis of its prevalence, morphology and morphometry",Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",The twisted structure of the Achilles tendon unraveled: A detailed quantitative and qualitative anatomical investigation,Male Co-authors,0.0,0,0.0
"Brandon Michael Henry, MD",The twisted structure of the Achilles tendon unraveled: A detailed quantitative and qualitative anatomical investigation,Female Co-authors,8.0,0,0.0
"Brandon Michael Henry, MD",The twisted structure of the Achilles tendon unraveled: A detailed quantitative and qualitative anatomical investigation,Total Co-authors,8.0,0,0.0
"Brandon Michael Henry, MD",The variable origin of the lateral circumflex femoral artery: a meta-analysis and proposal for a new classification system,Male Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",The variable origin of the lateral circumflex femoral artery: a meta-analysis and proposal for a new classification system,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",The variable origin of the lateral circumflex femoral artery: a meta-analysis and proposal for a new classification system,Total Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",Validation of the intervertebral disc histological degeneration score in cervical intervertebral discs and their end plates,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Validation of the intervertebral disc histological degeneration score in cervical intervertebral discs and their end plates,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Validation of the intervertebral disc histological degeneration score in cervical intervertebral discs and their end plates,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",Variable relationship of the recurrent laryngeal nerve to the inferior thyroid artery: A metaâ€analysis and surgical implications,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Variable relationship of the recurrent laryngeal nerve to the inferior thyroid artery: A metaâ€analysis and surgical implications,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Variable relationship of the recurrent laryngeal nerve to the inferior thyroid artery: A metaâ€analysis and surgical implications,Total Co-authors,3.0,0,0.0
"Brandon Michael Henry, MD",Variations in the arterial blood supply to the penis and the accessory pudendal artery: a meta-analysis and review of implications in radical prostatectomy,Male Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Variations in the arterial blood supply to the penis and the accessory pudendal artery: a meta-analysis and review of implications in radical prostatectomy,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Variations in the arterial blood supply to the penis and the accessory pudendal artery: a meta-analysis and review of implications in radical prostatectomy,Total Co-authors,4.0,0,0.0
"Brandon Michael Henry, MD",Variations in the origin of the deep femoral artery: A metaâ€analysis,Male Co-authors,5.0,0,0.0
"Brandon Michael Henry, MD",Variations in the origin of the deep femoral artery: A metaâ€analysis,Female Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Variations in the origin of the deep femoral artery: A metaâ€analysis,Total Co-authors,6.0,0,0.0
"Brandon Michael Henry, MD",Zuckerkandlâ€™s tubercle and its relationship to the recurrent laryngeal nerve: A cadaveric dissection and meta-analysis,Male Co-authors,1.0,0,0.0
"Brandon Michael Henry, MD",Zuckerkandlâ€™s tubercle and its relationship to the recurrent laryngeal nerve: A cadaveric dissection and meta-analysis,Female Co-authors,2.0,0,0.0
"Brandon Michael Henry, MD",Zuckerkandlâ€™s tubercle and its relationship to the recurrent laryngeal nerve: A cadaveric dissection and meta-analysis,Total Co-authors,3.0,0,0.0
Caleb Miles,On partial identification of the natural indirect effect,Male Co-authors,2.0,0,0.0
Caleb Miles,On partial identification of the natural indirect effect,Female Co-authors,1.0,0,0.0
Caleb Miles,On partial identification of the natural indirect effect,Total Co-authors,3.0,0,0.0
Caleb Miles,Quantifying an adherence path-specific effect of antiretroviral therapy in the Nigeria PEPFAR program,Male Co-authors,1.0,0,0.0
Caleb Miles,Quantifying an adherence path-specific effect of antiretroviral therapy in the Nigeria PEPFAR program,Female Co-authors,2.0,0,0.0
Caleb Miles,Quantifying an adherence path-specific effect of antiretroviral therapy in the Nigeria PEPFAR program,Total Co-authors,3.0,0,0.0
Christopher W Mastropietro,Alterations in Cerebral Ventricle Size Over Time in Children with Congenital Heart Disease,Male Co-authors,3.0,0,0.0
Christopher W Mastropietro,Alterations in Cerebral Ventricle Size Over Time in Children with Congenital Heart Disease,Female Co-authors,2.0,0,0.0
Christopher W Mastropietro,Alterations in Cerebral Ventricle Size Over Time in Children with Congenital Heart Disease,Total Co-authors,5.0,0,0.0
Christopher W Mastropietro,An interprofessional quality improvement initiative to standardize pediatric extubation readiness assessment,Male Co-authors,3.0,0,0.0
Christopher W Mastropietro,An interprofessional quality improvement initiative to standardize pediatric extubation readiness assessment,Female Co-authors,0.0,0,0.0
Christopher W Mastropietro,An interprofessional quality improvement initiative to standardize pediatric extubation readiness assessment,Total Co-authors,3.0,0,0.0
Christopher W Mastropietro,Clinical significance of serum cortisol levels following surgery for congenital heart disease,Male Co-authors,1.0,0,0.0
Christopher W Mastropietro,Clinical significance of serum cortisol levels following surgery for congenital heart disease,Female Co-authors,0.0,0,0.0
Christopher W Mastropietro,Clinical significance of serum cortisol levels following surgery for congenital heart disease,Total Co-authors,1.0,0,0.0
Christopher W Mastropietro,Extubation failure after neonatal cardiac surgery: a multicenter analysis,Male Co-authors,3.0,0,0.0
Christopher W Mastropietro,Extubation failure after neonatal cardiac surgery: a multicenter analysis,Female Co-authors,1.0,0,0.0
Christopher W Mastropietro,Extubation failure after neonatal cardiac surgery: a multicenter analysis,Total Co-authors,4.0,0,0.0
Christopher W Mastropietro,Hypoplastic left heart syndrome: from comfort care to long-term survival,Male Co-authors,2.0,0,0.0
Christopher W Mastropietro,Hypoplastic left heart syndrome: from comfort care to long-term survival,Female Co-authors,0.0,0,0.0
Christopher W Mastropietro,Hypoplastic left heart syndrome: from comfort care to long-term survival,Total Co-authors,2.0,0,0.0
Christopher W Mastropietro,Variation in extubation failure rates after neonatal congenital heart surgery across Pediatric Cardiac Critical Care Consortium hospitals,Male Co-authors,4.0,0,0.0
Christopher W Mastropietro,Variation in extubation failure rates after neonatal congenital heart surgery across Pediatric Cardiac Critical Care Consortium hospitals,Female Co-authors,0.0,0,0.0
Christopher W Mastropietro,Variation in extubation failure rates after neonatal congenital heart surgery across Pediatric Cardiac Critical Care Consortium hospitals,Total Co-authors,4.0,0,0.0
David Carpenter,A cardiology PA home care program,Male Co-authors,1.0,0,0.0
David Carpenter,A cardiology PA home care program,Female Co-authors,0.0,0,0.0
David Carpenter,A cardiology PA home care program,Total Co-authors,1.0,0,0.0
David Carpenter,Organ recovery and transplant,Male Co-authors,1.0,0,0.0
David Carpenter,Organ recovery and transplant,Female Co-authors,0.0,0,0.0
David Carpenter,Organ recovery and transplant,Total Co-authors,1.0,0,0.0
Jeffrey R. Edwards,Improving our understanding of moderation and mediation in strategic management research,Male Co-authors,1.0,0,0.0
Jeffrey R. Edwards,Improving our understanding of moderation and mediation in strategic management research,Female Co-authors,0.0,0,0.0
Jeffrey R. Edwards,Improving our understanding of moderation and mediation in strategic management research,Total Co-authors,1.0,0,0.0
Jeffrey R. Edwards,Stress and well-being at work: A century of empirical trends reflecting theoretical and societal influences.,Male Co-authors,0.0,0,0.0
Jeffrey R. Edwards,Stress and well-being at work: A century of empirical trends reflecting theoretical and societal influences.,Female Co-authors,1.0,0,0.0
Jeffrey R. Edwards,Stress and well-being at work: A century of empirical trends reflecting theoretical and societal influences.,Total Co-authors,1.0,0,0.0
Joanna Cohen,An analysis of purchase price of legal and illicit cigarettes in urban retail environments in 14 low‚Äêand middle‚Äêincome countries,Male Co-authors,4.0,0,0.0
Joanna Cohen,An analysis of purchase price of legal and illicit cigarettes in urban retail environments in 14 low‚Äêand middle‚Äêincome countries,Female Co-authors,1.0,0,0.0
Joanna Cohen,An analysis of purchase price of legal and illicit cigarettes in urban retail environments in 14 low‚Äêand middle‚Äêincome countries,Total Co-authors,5.0,0,0.0
Joanna Cohen,Assessing continuous quality improvement in public health: Adapting lessons from healthcare,Male Co-authors,4.0,0,0.0
Joanna Cohen,Assessing continuous quality improvement in public health: Adapting lessons from healthcare,Female Co-authors,1.0,0,0.0
Joanna Cohen,Assessing continuous quality improvement in public health: Adapting lessons from healthcare,Total Co-authors,5.0,0,0.0
Joanna Cohen,Blog fog? Using rapid response to advance science and promote debate,Male Co-authors,3.0,0,0.0
Joanna Cohen,Blog fog? Using rapid response to advance science and promote debate,Female Co-authors,3.0,0,0.0
Joanna Cohen,Blog fog? Using rapid response to advance science and promote debate,Total Co-authors,6.0,0,0.0
Joanna Cohen,Cigarette stick as valuable communicative real estate: a content analysis of cigarettes from 14 low-income and middle-income countries,Male Co-authors,2.0,0,0.0
Joanna Cohen,Cigarette stick as valuable communicative real estate: a content analysis of cigarettes from 14 low-income and middle-income countries,Female Co-authors,2.0,0,0.0
Joanna Cohen,Cigarette stick as valuable communicative real estate: a content analysis of cigarettes from 14 low-income and middle-income countries,Total Co-authors,4.0,0,0.0
Joanna Cohen,Confirmed disability improvement in patients treated with fingolimod in phase 3 and extension trial programmes for up to 96 months,Male Co-authors,0.0,0,0.0
Joanna Cohen,Confirmed disability improvement in patients treated with fingolimod in phase 3 and extension trial programmes for up to 96 months,Female Co-authors,8.0,0,0.0
Joanna Cohen,Confirmed disability improvement in patients treated with fingolimod in phase 3 and extension trial programmes for up to 96 months,Total Co-authors,8.0,0,0.0
Joanna Cohen,E-cigarettes as a source of toxic and potentially carcinogenic metals,Male Co-authors,2.0,0,0.0
Joanna Cohen,E-cigarettes as a source of toxic and potentially carcinogenic metals,Female Co-authors,1.0,0,0.0
Joanna Cohen,E-cigarettes as a source of toxic and potentially carcinogenic metals,Total Co-authors,3.0,0,0.0
Joanna Cohen,Effectiveness and safety of long-term fingolimod treatment in relapsing-remitting multiple sclerosis patients with highly active disease,Male Co-authors,0.0,0,0.0
Joanna Cohen,Effectiveness and safety of long-term fingolimod treatment in relapsing-remitting multiple sclerosis patients with highly active disease,Female Co-authors,11.0,0,0.0
Joanna Cohen,Effectiveness and safety of long-term fingolimod treatment in relapsing-remitting multiple sclerosis patients with highly active disease,Total Co-authors,11.0,0,0.0
Joanna Cohen,Electronic cigarette use behaviors and motivations among smokers and non-smokers,Male Co-authors,1.0,0,0.0
Joanna Cohen,Electronic cigarette use behaviors and motivations among smokers and non-smokers,Female Co-authors,1.0,0,0.0
Joanna Cohen,Electronic cigarette use behaviors and motivations among smokers and non-smokers,Total Co-authors,2.0,0,0.0
Joanna Cohen,Factors that influence attitude and enforcement of the smoke-free law in Turkey: a survey of hospitality venue owners and employees,Male Co-authors,4.0,0,0.0
Joanna Cohen,Factors that influence attitude and enforcement of the smoke-free law in Turkey: a survey of hospitality venue owners and employees,Female Co-authors,5.0,0,0.0
Joanna Cohen,Factors that influence attitude and enforcement of the smoke-free law in Turkey: a survey of hospitality venue owners and employees,Total Co-authors,9.0,0,0.0
Joanna Cohen,Global approaches to regulating electronic cigarettes,Male Co-authors,0.0,0,0.0
Joanna Cohen,Global approaches to regulating electronic cigarettes,Female Co-authors,1.0,0,0.0
Joanna Cohen,Global approaches to regulating electronic cigarettes,Total Co-authors,1.0,0,0.0
