Publication Title,Author_female,Author_male,Fork_female,Fork_male
"C. Braz, R. Castro-Ferreira, P. Dias, S. Sampaio, J. Teixeira Faculdade de Medicina da Universidade do Porto, Portugal E-mail address: carolina. c. braz@ gmail. com",0.5,0.5,0.0,1.0
Certain Rounding Model With Software Prompting Improves Patient Rounds And Process Of Care In Icu,0.3333333333333333,0.6666666666666666,0.0,1.0
Cigarette stick as valuable communicative real estate: a content analysis of cigarettes from 14 low-income and middle-income countries,0.5,0.5,1.0,0.0
Clinical significance of serum cortisol levels following surgery for congenital heart disease,0.0,1.0,0.0,1.0
Combined heart and liver transplantation in highly sensitized patients: protection of the cardiac allograft from antibody mediated rejection by initial liver implantation,1.0,0.0,0.0,1.0
Confirmed disability improvement in patients treated with fingolimod in phase 3 and extension trial programmes for up to 96 months,1.0,0.0,1.0,0.0
Congenital absence of the palmaris longus muscle: A meta-analysis comparing cadaveric and functional studies,0.0,1.0,0.0,1.0
Contrast‚Äêenhanced ultrasound and elastography imaging of the neonatal brain: a review,0.0,1.0,0.0,1.0
Corrigendum to ‚ÄúBrain Activation and Psychomotor Speed in Middle-Aged Patients with Type 1 Diabetes: Relationships with Hyperglycemia and Brain Small Vessel Disease‚Äù,0.25,0.75,0.0,1.0
D19 NOVEL THERAPEUTIC TARGETS IN OBSTRUCTIVE LUNG DISEASE: A Novel Gabaa Receptor? 5 Subunit-Selective Allosteric Modulator That Does Not Cross The Blood-Brain Barrier Relaxes â€¦,1.0,0.0,0.0,1.0
Derivation and validation of the automated search algorithms to identify cognitive impairment and dementia in electronic health records,0.0,1.0,0.0,1.0
Design and Œ±-testing of an electronic rounding tool (CERTAINp) to improve process of care in pediatric intensive care unit,0.5714285714285714,0.42857142857142855,0.0,1.0
Development of the anatomical quality assessment (AQUA) tool for the quality assessment of anatomical studies included in metaâ€analyses and systematic reviews,0.3333333333333333,0.6666666666666666,0.0,1.0
E-cigarettes as a source of toxic and potentially carcinogenic metals,0.3333333333333333,0.6666666666666666,1.0,0.0
Effect of daily use of electronic checklist on physical rehabilitation consultations in critically ill patients,0.25,0.75,0.0,1.0
Effectiveness and safety of long-term fingolimod treatment in relapsing-remitting multiple sclerosis patients with highly active disease,1.0,0.0,1.0,0.0
Electronic cigarette use behaviors and motivations among smokers and non-smokers,0.5,0.5,1.0,0.0
Enhancing the genome editing toolbox: genome wide CRISPR arrayed libraries,0.36363636363636365,0.6363636363636364,0.0,1.0
Evaluating muscle mass by using markers of kidney function: development of the sarcopenia index,0.5,0.5,0.0,1.0
Evidence-Based Approach to the Treatment of Cubital Tunnel Syndrome,0.0,1.0,0.0,1.0
Evidence-Based Assessment Of The Anatomy Of The Bronchial Arteries,1.0,0.0,0.0,1.0
Extubation failure after neonatal cardiac surgery: a multicenter analysis,0.25,0.75,0.0,1.0
FULL TITLE,0.3333333333333333,0.6666666666666666,0.0,1.0
Factors influencing health-related quality-oflife in Polish colorectal cancer patients without liver metastases,0.6666666666666666,0.3333333333333333,0.0,1.0
Factors that influence attitude and enforcement of the smoke-free law in Turkey: a survey of hospitality venue owners and employees,0.5555555555555556,0.4444444444444444,1.0,0.0
"Follow-Up Incidence, Outcome, and Trend of ARDS in Critically Ill Patients Over 6 Years: A Population-Based Study",0.16666666666666666,0.8333333333333334,0.0,1.0
Genomic analysis and clinical management of adolescent cutaneous melanoma,0.4,0.6,0.0,1.0
Global approaches to regulating electronic cigarettes,1.0,0.0,1.0,0.0
Growth in social media and live-tweeting at major critical care conferences: Twitter analysis of the past 4 years,0.5,0.5,0.0,1.0
Hypoplastic left heart syndrome: from comfort care to long-term survival,0.0,1.0,0.0,1.0
IMPACT OF MINIMALLY INVASIVE DECOMPRESSION SURGERY ON THE QUALITY OF LIFE OF PATIENTS WITH LUMBAR SPINAL STENOSIS-A 2 YEAR FOLLOW-UP STUDY.,0.5555555555555556,0.4444444444444444,0.0,1.0
Immunosuppression: The Global Picture,0.0,1.0,0.0,1.0
Impact of Telemedicine Monitoring of Community Intensive Care Units on Inter-Hospital Transfers,0.0,1.0,0.0,1.0
Importance of routine antihuman/leukocyte antibody monitoring: de novo donor specific antibodies are associated with rejection and allograft vasculopathy after heart ‚Ä¶,0.0,1.0,0.0,1.0
Improving our understanding of moderation and mediation in strategic management research,0.0,1.0,1.0,0.0
"Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a meta â€¦",1.0,0.0,0.0,1.0
Injury to the Infrapatellar Branch of the Saphenous Nerve during Tendon Graft Harvesting for Knee Ligament Reconstruction: An Ultrasound Simulation Study,0.3333333333333333,0.6666666666666666,0.0,1.0
Injury to the infrapatellar branch of the saphenous nerve during tendon graft harvesting for knee ligament reconstruction: An ultrasound simulation study,0.3333333333333333,0.6666666666666666,0.0,1.0
Large prospective validation and cultural adaptation of the Polish version of the Swiss Spinal Stenosis Questionnaire for patients with lumbar spinal stenosis,0.3333333333333333,0.6666666666666666,0.0,1.0
Lateral and posterolateral foraminal variations of the atlas: A meta-analysis,0.5,0.5,0.0,1.0
Liver Mesenchymal Stem Cells Inhibit T Cell Alloresponses,1.0,0.0,0.0,1.0
Liver transplantation: rejection and tolerance,0.0,1.0,0.0,1.0
Long-term effect of fingolimod on disability: 8-year disease outcomes by EDSS categories,1.0,0.0,1.0,0.0
Modelling Primary Sclerosing Cholangitis using Induced Pluripotent Stem Cell-Derived Cholangiocytes and 3-Dimensional Biliary Spheroids,0.7142857142857143,0.2857142857142857,0.0,1.0
Neonatal pinealectomy in ratsâ€”a simple micro-suction technique,0.5,0.5,0.0,1.0
New therapies for the treatment of BRAF/NRAS wild type melanoma,0.5357142857142857,0.4642857142857143,0.0,1.0
Not all cellular rejections are the same: Differences in early and late hepatic allograft rejection,1.0,0.0,0.0,1.0
Novel contrast‚Äêenhanced ultrasound evaluation in neonatal hypoxic ischemic injury: clinical application and future directions,0.6666666666666666,0.3333333333333333,0.0,1.0
On partial identification of the natural indirect effect,0.3333333333333333,0.6666666666666666,0.0,1.0
Organ recovery and transplant,0.0,1.0,0.0,1.0
Origin and prevalence of the accessory phrenic nerve: A metaâ€analysis and clinical appraisal,0.6666666666666666,0.3333333333333333,0.0,1.0
"Origin, branching, and communications of the intercostobrachial nerve: a meta-analysis with implications for mastectomy and axillary lymph node dissection in breast cancer",1.0,0.0,0.0,1.0
"P3272 Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a â€¦",1.0,0.0,0.0,1.0
PARADOXICAL INTERSTITIAL NEPHRITIS IN A PATIENT WITH CROHN DISEASE,0.3333333333333333,0.6666666666666666,1.0,0.0
Perceived addiction as a predictor of smoking cessation among occasional smokers,0.3333333333333333,0.6666666666666666,1.0,0.0
Phenotypic and functional assessment of t cell alloimmunity after liver transplantation,1.0,0.0,0.0,1.0
Photo-Relaxation: Light Mediated Airway Smooth Muscle Relaxation,0.5,0.5,0.0,1.0
Pictorial Cigarette Health Warning Labels in China: Effective Design Feature Combinations for Future Policy,0.75,0.25,1.0,0.0
Point-of-sale tobacco advertising and display bans: policy evaluation study in five Russian cities,0.5,0.5,1.0,0.0
Polish translation of the Anatomical Quality Assurance (AQUA) Checklist: new guidelines for reporting in original anatomical studies,0.25,0.75,0.0,1.0
"Prevalence of foramen arcuale and its clinical significance: A meta-analysis of 55,985 subjects: PS095",0.5,0.5,0.0,1.0
"Prevalence of foramen arcuale and its clinical significance: a meta-analysis of 55,985 subjects",0.5,0.5,0.0,1.0
Prognostic impact of isolated right ventricular dysfunction in sepsis and septic shock: an 8-year historical cohort study,0.4,0.6,0.0,1.0
Quantifying an adherence path-specific effect of antiretroviral therapy in the Nigeria PEPFAR program,0.6666666666666666,0.3333333333333333,0.0,1.0
"Rare variant, gene-based association study of hereditary melanoma using whole-exome sequencing",0.3076923076923077,0.6923076923076923,0.0,1.0
Re-Intubation Scale Calculation (RISC): Predicting Extubation Failure in Critically Ill patients,0.0,1.0,0.0,1.0
Revisiting olfactory receptors as putative drivers of cancer,0.2,0.8,0.0,1.0
Risk of autoimmune diseases and human papilloma virus (HPV) vaccines: Six years of case-referent surveillance,0.5851851851851851,0.4148148148148148,1.0,0.0
Risk of iatrogenic injury to the infrapatellar branch of the saphenous nerve during hamstring tendon harvesting: A metaâ€analysis,1.0,0.0,0.0,1.0
Role of admission Troponin‚ÄêT and serial Troponin‚ÄêT testing in predicting outcomes in severe sepsis and septic shock,0.5,0.5,0.0,1.0
"Saddle vs nonsaddle pulmonary embolism: clinical presentation, hemodynamics, management, and outcomes",0.3333333333333333,0.6666666666666666,0.0,1.0
Small systems of Duffing oscillators and the Fermi-Pasta-Ulam-Tsingou system An examination of the possible reasons for the unusual stability of localized nonlinear excitations ‚Ä¶,0.0,1.0,0.0,1.0
Social disparities in children's exposure to secondhand smoke in privately owned vehicles,0.5,0.5,1.0,0.0
Stress and well-being at work: A century of empirical trends reflecting theoretical and societal influences.,1.0,0.0,1.0,0.0
Structural imaging of mild traumatic brain injury may not be enough: overview of functional and metabolic imaging of mild traumatic brain injury,0.0,1.0,0.0,1.0
Superficial fibular nerve variations of fascial piercing: A metaâ€analysis and clinical consideration,1.0,0.0,0.0,1.0
Surgical treatment of hepatocellular carcinoma,0.0,1.0,0.0,1.0
The Achilles tendon and the retrocalcaneal bursa AN ANAT OMICAL AND RADIOLOGICAL STUDY,1.0,0.0,0.0,1.0
The Achilles tendon and the retrocalcaneal bursa: An anatomical and radiological study,1.0,0.0,0.0,1.0
The Anastomoses of the recurrent laryngeal nerve in the larynx: a meta-analysis and systematic review,0.75,0.25,0.0,1.0
The Fate of Exploding Carbon-Oxygen Chandrasekhar-Mass White Dwarfs: The Production of Stable Iron-Peak Elements in the Type Ia Supernova Remnant 3C 397,0.0,1.0,0.0,1.0
The Non-Recurrent Laryngeal Nerve: a meta-analysis and clinical considerations,0.6666666666666666,0.3333333333333333,0.0,1.0
The Reliability of the Tracheoesophageal Groove and the Ligament of Berry as Landmarks for Identifying the Recurrent Laryngeal Nerve: A Cadaveric Study and Meta-Analysis,0.6666666666666666,0.3333333333333333,0.0,1.0
The Vascular Microarchitecture of the Human Fetal Pancreas: A Corrosion Casting and Scanning Electron Microscopy Study,0.3333333333333333,0.6666666666666666,0.0,1.0
The association of e-cigarette use with exposure to nickel and chromium: A preliminary study of non-invasive biomarkers,0.7142857142857143,0.2857142857142857,1.0,0.0
The current state of intermittent intraoperative neural monitoring for prevention of recurrent laryngeal nerve injury during thyroidectomy: a PRISMA-compliant systematic review â€¦,0.3333333333333333,0.6666666666666666,0.0,1.0
The evidence-based surgical anatomy of the popliteal artery and the variations in its branching patterns,0.5,0.5,0.0,1.0
The filum terminale internum and externum: a comprehensive review,0.3333333333333333,0.6666666666666666,0.0,1.0
"The highly sensitized, high MELD, simultaneous liver‚Äêkidney or status 1A heart‚Äêliver transplant candidate",0.0,1.0,0.0,1.0
"The prevalence and morphometry of an accessory spleen: A meta-analysis and systematic review of 22,487 patients",0.5,0.5,0.0,1.0
"The pterygoalar bar: A meta-analysis of its prevalence, morphology and morphometry",0.25,0.75,0.0,1.0
The twisted structure of the Achilles tendon unraveled: A detailed quantitative and qualitative anatomical investigation,1.0,0.0,0.0,1.0
The variable origin of the lateral circumflex femoral artery: a meta-analysis and proposal for a new classification system,0.4,0.6,0.0,1.0
They‚Äôre heating up: Internet search query trends reveal significant,0.3333333333333333,0.6666666666666666,1.0,0.0
They‚Äôre heating up: Internet search query trends reveal significant public,0.0,1.0,1.0,0.0
They‚Äôre heating up: Internet search query trends reveal significant public interest in heat-not-burn tobacco products,0.0,1.0,1.0,0.0
Timing of intubation in acute respiratory failure associated with sepsis: a mixed methods study,0.0,1.0,0.0,1.0
"Tobacco industry response to menthol cigarette bans in Alberta and Nova Scotia, Canada",0.2,0.8,1.0,0.0
Tocilizumab in the treatment of twelve cases with aa amyloidosis secondary to familial mediterranean fever,0.4,0.6,0.0,1.0
Unique molecular changes in kidney allografts after simultaneous liver-kidney compared with solitary kidney transplantation,0.0,1.0,0.0,1.0
Validation of the intervertebral disc histological degeneration score in cervical intervertebral discs and their end plates,0.3333333333333333,0.6666666666666666,0.0,1.0
Variable relationship of the recurrent laryngeal nerve to the inferior thyroid artery: A metaâ€analysis and surgical implications,0.6666666666666666,0.3333333333333333,0.0,1.0
Variation in extubation failure rates after neonatal congenital heart surgery across Pediatric Cardiac Critical Care Consortium hospitals,0.0,1.0,0.0,1.0
Variations in the arterial blood supply to the penis and the accessory pudendal artery: a meta-analysis and review of implications in radical prostatectomy,0.5,0.5,0.0,1.0
Variations in the origin of the deep femoral artery: A metaâ€analysis,0.16666666666666666,0.8333333333333334,0.0,1.0
Weekly enrollment and usage patterns in an Internet smoking cessation intervention,0.3333333333333333,0.6666666666666666,1.0,0.0
Xylene Induced Facial Swelling: A Rare Case Report of Dental Negligence,0.25,0.75,0.0,1.0
Zuckerkandlâ€™s tubercle and its relationship to the recurrent laryngeal nerve: A cadaveric dissection and meta-analysis,0.6666666666666666,0.3333333333333333,0.0,1.0
