Publication Title,Author_female,Author_male,Fork_female,Fork_male
Banff 2022 Liver Group Meeting Report: Monitoring Long Term Allograft Health,0.45,0.55,0.0,1.0
Biliary Tube Placement at the Time of Liver Transplantation Reduces Non-Therapeutic ERCP,0.3333333333333333,0.6666666666666666,0.0,1.0
Biomarker-Concordant Steroid Administration in Severe Coronavirus Disease-2019,0.2,0.8,0.0,1.0
Brain Targeted Xenon Protects Cerebral Vasculature after Traumatic Brain Injury,0.5,0.5,0.0,1.0
CARDIAC COMPLICATIONS AMONG LONG COVID PATIENTS: A SYSTEMATIC REVIEW AND META-ANALYSIS,0.36363636363636365,0.6363636363636364,0.0,1.0
COVID-19 and its long-term sequelae: what do we know in 2023,0.5,0.5,0.0,1.0
COVID-19 and smoking: considerations after two years,0.5,0.5,0.0,1.0
COVID-19 related disruptions to medical education and perceived clinical capability of new resident physicians: a nationwide study of over 1200 first-year residents,0.3333333333333333,0.6666666666666666,0.0,1.0
Can cellular and humoral immunity predict response to BNT162b2 bivalent booster?,1.0,0.0,0.0,1.0
Cellular immunity against SARS-CoV-2 depends on the serological status,1.0,0.0,0.0,1.0
Changes in nicotine dependence among smokers using electronic cigarettes to reduce cigarette smoking in a randomized controlled trial,0.5,0.5,1.0,0.0
Characteristics of Phase IV clinical trials in oncology: an analysis using the ClinicalTrials. gov registry data,0.3333333333333333,0.6666666666666666,0.0,1.0
Clinical Chemistry and Laboratory Medicine celebrates 60 years â€“ narrative review devoted to the contribution of the journal to the diagnosis of SARS-CoV-2,0.25,0.75,0.0,1.0
Clinical assessment of SNIBE Maglumi SARS-CoV-2 antigen fully-automated chemiluminescent immunoassay,0.75,0.25,0.0,1.0
"Colours, capsules and concept flavour names on cigarette packs appeal to youth in Mexico",1.0,0.0,1.0,0.0
Conceptualizing Transitional Care After Critical Illness Using Stakeholder Perspectives: A Qualitative Content Analysis,0.5,0.5,1.0,0.0
Contemporary multicenter outcomes for truncus arteriosus with interrupted aortic arch,0.3333333333333333,0.6666666666666666,0.0,1.0
Coronavirus Disease 2019 in Pediatric Oncology Patients: A Matched‚ÄìCohort Analysis of the SCCM Discovery Viral Infection and Respiratory Illness Universal Study COVID-19 Registry,0.7,0.3,0.0,1.0
Correction: Advanced Neuromonitoring Modalities on the Horizon: Detection and Management of Acute Brain Injury in Children,0.6666666666666666,0.3333333333333333,0.0,1.0
Correlates and Predictors of COVID-19 Vaccine Hesitancy Among Persons Living With HIV in Trinidad and Tobago,1.0,0.0,1.0,0.0
Correlation between relative age-standardized mortality rates and COVID-19 mortality over time in Italy,1.0,0.0,0.0,1.0
Cost-effectiveness analysis of different COVID-19 screening strategies based on rapid or laboratory-based SARS-CoV-2 antigen testing,1.0,0.0,0.0,1.0
Creating a global tobacco control treaty surveillance platform,0.6666666666666666,0.3333333333333333,1.0,0.0
Cryptogenic Organizing Pneumonia and Idiopathic Eosinophilic Pneumonia: A Case Report of Clinically Identical Entities,0.0,1.0,0.0,1.0
Cytokines and immune cell phenotype in acute kidney injury associated with immune checkpoint inhibitors,0.25,0.75,0.0,1.0
Deciphering the role of monocyte and monocyte distribution width (MDW) in COVID-19: an updated systematic review and meta-analysis,0.5,0.5,0.0,1.0
Decision-Making and Ethical Considerations of Tracheostomy and Chronic Mechanical Ventilation in Children With Acute Neurological Injury,0.0,1.0,0.0,1.0
Development and Validation of an Acute Respiratory Distress Syndrome Prediction Model in Coronavirus Disease 2019: Updated Lung Injury Prediction Score,0.23529411764705882,0.7647058823529411,0.0,1.0
"Device and liquid characteristics used with sweet, menthol/mint, and tobacco ENDS liquid flavors: The population-based VAPER study",0.75,0.25,1.0,0.0
Diagnostic accuracy of Siemens SARS-CoV-2 Antigen (CoV2Ag) chemiluminescent immunoassay for diagnosing acute SARS-CoV-2 infection: a pooled analysis,0.5,0.5,0.0,1.0
"Did Philip Morris International use the e-cigarette, or vaping, product use associated lung injury (EVALI) outbreak to market IQOS heated tobacco?",0.0,1.0,1.0,0.0
Differences in management of pregnant women with obstructing infected ureteral stones: A population‚Äêbased analysis,0.2,0.8,0.0,1.0
Digital Delivery of a Global Critical Care Education Program,0.4,0.6,0.0,1.0
Discharge disposition and loss of independence among survivors of COVID-19 admitted to intensive care: results From the SCCM Discovery Viral Infection and Respiratory Illness ‚Ä¶,0.35714285714285715,0.6428571428571429,0.0,1.0
Discontinuity of marginal artery at splenic flexure and rectosigmoid junction: A systematic review and metaâ€analysis,0.5,0.5,0.0,1.0
Disruption of Laboratory Activities during the COVID-19 Pandemic: Results of an EFLM Task Force Preparation of Labs for Emergencies (TF-PLE) Survey,0.5,0.5,0.0,1.0
Driving decisions after critical illness: Qualitative analysis of patient-provider reviews during ICU recovery clinic assessments,0.75,0.25,1.0,0.0
EFFECT OF BREATHING EXERCISES ON BLOOD PRESSURE AND HEART RATE: A SYSTEMATIC REVIEW AND META-ANALYSIS,0.3333333333333333,0.6666666666666666,0.0,1.0
Early kinetics of cellular immunity in recipients of bivalent BNT162b2 vaccine: a proof-of-concept study,0.6666666666666666,0.3333333333333333,0.0,1.0
Early mortality in infants born with severe neonatal-operated congenital heart defects and low or very low birthweight: Systematic review and meta-analysis,1.0,0.0,1.0,0.0
Early-Onset Ventilator-Associated Pneumonia in Pediatric Severe Traumatic Brain Injury,0.0,1.0,0.0,1.0
Effect of Dapagliflozin in Patients with Heart Failure: A Systematic Review and Meta-Analysis,0.6666666666666666,0.3333333333333333,0.0,1.0
"Effectiveness of ENDS, NRT and medication for smoking cessation among cigarette-only users: a longitudinal analysis of PATH Study wave 3 (2015‚Äì2016) and 4 (2016‚Äì2017), adult data",0.0,1.0,1.0,0.0
Effects of Different Types of Recombinant SARS-CoV-2 Spike Protein on Circulating Monocytes Structure (preprint),0.5714285714285714,0.42857142857142855,0.0,1.0
Effects of Different Types of Recombinant SARS-CoV-2 Spike Protein on Circulating Monocytesâ€™ Structure,0.5,0.5,0.0,1.0
Effects of cigarette price and packaging on hypothetical quit-smoking behaviour: a discrete choice experiment among Vietnamese adults who smoke,0.0,1.0,1.0,0.0
Efficacy of Cefoperazone Sulbactam in Patients with Acinetobacter Infections: A Systematic Review of the Literature,0.4,0.6,0.0,1.0
Efficacy of WeChat-based online smoking cessation intervention (‚ÄòWeChat WeQuit‚Äô) in China: a randomised controlled trial,0.42857142857142855,0.5714285714285714,1.0,0.0
El cribado preoperatorio negativo mediante RT-PCR no garantiza la no infecciÃ³n por SARS-CoV-2,0.5,0.5,0.0,1.0
Electronic Nicotine Delivery System flavor use over time by age group in the US: A longitudinal analysis,0.0,1.0,1.0,0.0
Estimating the worldwide burden of health loss due to hearing loss,0.6666666666666666,0.3333333333333333,0.0,1.0
"Eugenol, menthol and other flavour chemicals in kreteks and ‚Äòwhite‚Äôcigarettes purchased in Indonesia",1.0,0.0,1.0,0.0
Evaluation of the Cerebrospinal Fluid Flow Dynamics with Microvascular Imaging Ultrasound in Infants,0.75,0.25,0.0,1.0
Evaluation of the discrimination and calibration of predictive scores of mortality in ECMO for patients with COVID‚Äê19,0.5,0.5,0.0,1.0
Examining the Correlates of HIV Testing for Venezuelan Migrants in Trinidad,1.0,0.0,1.0,0.0
Examining the needs of survivors of critical illness through the lens of palliative care: A qualitative study of survivor experiences,0.5,0.5,1.0,0.0
"Executive summary: international clinical practice guidelines for pediatric ventilator liberation, a Pediatric Acute Lung Injury and Sepsis Investigators (PALISI) Network document",0.5454545454545454,0.45454545454545453,0.0,1.0
Exposure to metals among Electronic Nicotine Delivery System (ENDS) users in the PATH study: A longitudinal analysis,0.3333333333333333,0.6666666666666666,1.0,0.0
Factors associated with the need for inotropic support following pulmonary artery banding surgery for CHD,0.5,0.5,0.0,1.0
Gender inclusive care toolkit for hospitals,0.0,1.0,0.0,1.0
Guiding Principles for the Conduct of Violence Study of Healthcare Workers and System (VISHWAS),0.9090909090909091,0.09090909090909091,0.0,1.0
HILPDA promotes NASH-driven HCC development by restraining intracellular fatty acid flux in hypoxia,0.5555555555555556,0.4444444444444444,0.0,1.0
Harmonization of SARS-CoV-2 antigen immunoassays: are they measuring the same â€œthingâ€,1.0,0.0,0.0,1.0
Heterogeneous treatment effects of therapeutic-dose heparin in patients hospitalized for COVID-19,0.5396825396825397,0.4603174603174603,0.0,1.0
High variability in cardiac education and experiences during United States paediatric critical care fellowships,0.0,1.0,0.0,1.0
Hospital factors that influence ICU admission decision-making: a qualitative study of eight hospitals,0.5,0.5,1.0,0.0
How Media Stories in Low-and Middle-Income Countries (LMICs) Discussed the US Food and Drug Administration‚Äôs (FDA‚Äôs) Modified Risk Tobacco Product (MRTP) Order for IQOS,0.0,1.0,1.0,0.0
How often do medical students change career preferences over the course of medical school?,0.75,0.25,0.0,1.0
How the FDA Can Improve Public Health‚ÄîHelping People Stop Smoking,1.0,0.0,1.0,0.0
Humoral Response in Hemodialysis Patients Post-SARS-CoV-2 mRNA Vaccination: A Systematic Review of Literature,0.3333333333333333,0.6666666666666666,0.0,1.0
Impact of Food Environments on Obesity Rates: A State-Level Analysis,0.75,0.25,0.0,1.0
Impact of the COVID-19 pandemic on the volume of laboratory testing,1.0,0.0,0.0,1.0
"Implementation of a Virtual Interprofessional ICU Learning Collaborative: Successes, Challenges, and Initial Reactions From the Structured Team-Based Optimal Patient-Centered ‚Ä¶",0.4444444444444444,0.5555555555555556,0.0,1.0
Importance of Reconnection With ICU Survivors to ICU Recovery Program Clinicians,0.48148148148148145,0.5185185185185185,1.0,0.0
Improvement in Cognitive Processing Speed With Ofatumumab in Patients With Relapsing Multiple Sclerosis,0.75,0.25,1.0,0.0
In silico evaluation of the impact of Omicron variant of concern sublineage BA. 4 and BA. 5 on the sensitivity of RTâ€qPCR assays for SARSâ€CoVâ€2 detection using whole genome â€¦,1.0,0.0,0.0,1.0
"Infusion reactions to adenoâ€associated virus (AAV)-based gene therapy: Mechanisms, diagnostics, treatment and review of the literature",1.0,0.0,0.0,1.0
Innovations that harm: tobacco product and packaging in low-income and middle-income countries,0.0,1.0,1.0,0.0
Issues in multi-organ transplantation of the liver with kidney or heart in polycystic liver-kidney disease or congenital heart disease: Current practices and immunological aspects,0.0,1.0,0.0,1.0
Liraglutide-Induced Pancreatitis: A Case Report and Literature Review,0.5,0.5,0.0,1.0
Longitudinal Changes in the Operative Experience for Junior Urology Residents,0.3333333333333333,0.6666666666666666,0.0,1.0
Longitudinal analysis of electrolyte prolife in intensive care COVID-19 patients,0.6666666666666666,0.3333333333333333,0.0,1.0
Making Sense of Monkeypox: A Comparison of Other Poxviruses to the Monkeypox,0.5,0.5,0.0,1.0
Menthol and Other Flavor Chemicals in Cigarettes from Vietnam and the Philippines,0.6666666666666666,0.3333333333333333,1.0,0.0
Mitigation of SARS-CoV-2 by Using Transition Metal Nanozeolites and Quaternary Ammonium Compounds as Antiviral Agents in Suspensions and Soft Fabric Materials,0.3333333333333333,0.6666666666666666,0.0,1.0
Monday-Enhanced CEASE Program for Underserved Ethnic Minorities: a Mixed-Methods Study,0.375,0.625,1.0,0.0
"Moving hearts and minds: how the Big Tobacco, Tiny Targets campaign builds support for tobacco control policy",0.6666666666666666,0.3333333333333333,1.0,0.0
Multi-Lobar Atelectasis in Children Receiving Venoarterial Extracorporeal Membrane Oxygenation for Cardiac Indications,0.0,1.0,0.0,1.0
Multidisciplinary ICU recovery clinic visits: a qualitative analysis of patient-provider dialogues,1.0,0.0,1.0,0.0
Mutually exclusive genetic interactions and gene essentiality shape the genomic landscape of primary melanoma,0.375,0.625,0.0,1.0
Negative preoperative RT-PCR screening is no guaranty of no SARS-CoV-2 infection,1.0,0.0,0.0,1.0
Neonatal neurosonography practices: a survey of active Society for Pediatric Radiology members,0.75,0.25,0.0,1.0
Neurological and Psychological Sequelae Associated With Multisystem Inflammatory Syndrome in Children,0.4666666666666667,0.5333333333333333,0.0,1.0
Neuromonitoring During ECMO Support in Children,0.5,0.5,0.0,1.0
"New policy of people-first language to replace ‚Äòsmoker‚Äô,‚Äòvaper‚Äô‚Äòtobacco user‚Äôand other behaviour-based labels",0.5,0.5,1.0,0.0
Novel Benchmark for Adult-to-Adult Living-Donor Liver Transplantation. Integrating Eastern and Western Experiences,0.20689655172413793,0.7931034482758621,0.0,1.0
Operational definitions related to pediatric ventilator liberation,0.5,0.5,0.0,1.0
Outcomes of extracorporeal life support for respiratory failure in children with primary immunodeficiencies,0.5,0.5,0.0,1.0
Patient-provider Evaluation of Driving Decisions After Critical Illness: Qualitative Analysis of Intensive Care Unit Recovery Clinic Visits,1.0,0.0,1.0,0.0
Perceived effectiveness of four different cigarette health warning label themes among a sample of urban smokers and non-smokers in China,0.5,0.5,1.0,0.0
Plant-based diet and its effect on coronary artery disease: A narrative review,0.14285714285714285,0.8571428571428571,0.0,1.0
Pooled analysis of diagnostic performance of the instrument-read Quidel Sofia SARS antigen Fluorescent Immunoassay (FIA),0.5,0.5,0.0,1.0
Pooled analysis of diagnostic performance of the instrument-read Quidel Sofia SARS antigen Fluorescent Immunoassay (FIA)(preprint),0.5,0.5,0.0,1.0
Pooled analysis of efficacy of the fourth mRNA-based COVID-19 vaccine dose in eliciting anti-SARS-CoV-2 serum antibody response in the general immunocompetent population,1.0,0.0,0.0,1.0
Pooled analysis of laboratory-based SARS-CoV-2 antigen immunoassays,0.5,0.5,0.0,1.0
Population-based analysis of POT1 variants in a cutaneous melanoma case‚Äìcontrol cohort,0.2,0.8,0.0,1.0
Positivization time of a COVID-19 rapid antigen self-test predicts SARS-CoV-2 viral load: a proof of concept,0.6666666666666666,0.3333333333333333,0.0,1.0
Post-COVID or long-COVID? That is the question. Authors' reply,0.5,0.5,0.0,1.0
Postâ€‘COVID or longâ€‘COVID? That is the question,0.5,0.5,0.0,1.0
Procedural outcomes of pulmonary atresia with intact ventricular septum in neonates: a multicenter study,0.375,0.625,0.0,1.0
Prospects for Direct Detection of Black Hole Formation in Neutron Star Mergers with Next-Generation Gravitational-Wave Detectors,0.125,0.875,0.0,1.0
Radiology Gets Chatty: The ChatGPT Saga Unfolds,0.0,1.0,0.0,1.0
Real-world assessment of the clinical performance of COVID-VIRO ALL IN rapid SARS-CoV-2 antigen test,1.0,0.0,0.0,1.0
Reliability of a single-nostril nasopharyngeal swab for diagnosing SARS-CoV-2 infection,1.0,0.0,0.0,1.0
Respiratory and other systemic complications of coronavirus disease 2019 in adults: A narrative review,0.5454545454545454,0.45454545454545453,0.0,1.0
Results of the first survey of the EFLM Task Force Preparation of Labs for Emergencies (TF-PLE),0.5,0.5,0.0,1.0
"Retrospective analysis of early COVID-19 vaccine efficacy in older individuals receiving primary cycle, first booster and second booster",1.0,0.0,0.0,1.0
Return to Driving After Critical Illness,1.0,0.0,1.0,0.0
Safety monitoring of drug-induced muscle injury and rhabdomyolysis: a biomarker-guided approach for clinical practice and drug trials,0.75,0.25,0.0,1.0
"Sensitivity analysis for transportability in multi-study, multi-outcome settings",0.0,1.0,0.0,1.0
Septic shock definitions and associated outcomes in blood culture positive critically ill patients,0.25,0.75,0.0,1.0
Serum vitamin D concentration is lower in patients with tinnitus: a meta-analysis of observational studies,0.6666666666666666,0.3333333333333333,0.0,1.0
Shared perceptions of flavored cigarette pack design among young adults who smoke in Mexico and the Philippines,1.0,0.0,1.0,0.0
"Smoking, e-cigarettes and the effect on respiratory symptoms among a population sample of youth: Retrospective cohort study",0.375,0.625,1.0,0.0
Spatiotemporal Analysis of COVID-19 Hospitalization and ICU Patterns in the United States,0.4,0.6,0.0,1.0
Spinning a global web: tactics used by Big Tobacco to attract children at tobacco points-of-sale,0.6666666666666666,0.3333333333333333,1.0,0.0
Staged vs complete repair in tetralogy of Fallot with pulmonary atresia,0.4375,0.5625,0.0,1.0
Straw cigarette branding: misleading descriptors and a new Marlboro man,0.5,0.5,1.0,0.0
Survey and Evaluation of Hypertension Machine Learning Research,0.55,0.45,0.0,1.0
The Impact of Asthma and Metabolic Syndrome in COVID-19: An Analysis of the Virus COVID-19 Registry,1.0,0.0,0.0,1.0
The Role of Preoperative Magnetic Resonance Cholangiopancreatography/Endoscopic Retrograde Cholangiopancreatography in the Setting of Mildly Elevated Liver Enzymes Prior to ‚Ä¶,0.3333333333333333,0.6666666666666666,0.0,1.0
The Vaping and Patterns of e-Cigarette Use Research Study: Protocol for a Web-Based Cohort Study,0.5,0.5,1.0,0.0
The association between viewing cigarette health warning labels and intention to quit smoking among Chinese adult smokers: support for including health outcome content and ‚Ä¶,1.0,0.0,1.0,0.0
The problematic use of cultural symbols on Chinese cigarette packs,0.5,0.5,1.0,0.0
Therapeutic Use of Baricitinib in Covid-19: A Systematic Review and Meta-Analysis,0.4444444444444444,0.5555555555555556,0.0,1.0
Things We Do For No Reason‚Ñ¢: Intensifying antihypertensive medications for hospitalized patients at the time of discharge,0.5,0.5,0.0,1.0
Timing of invasive mechanical ventilation and death in critically ill adults with COVID-19: A multicenter cohort study,0.3333333333333333,0.6666666666666666,0.0,1.0
Tobacco companies‚Äô creation of additional communication space: a content analysis of cigarette pack inserts and onserts,0.5,0.5,1.0,0.0
Topographic anatomy of the submental artery and its clinical implications for reconstructive surgery,0.3333333333333333,0.6666666666666666,0.0,1.0
Transtemporal brain contrast-enhanced ultrasound in children: Preliminary experience in patients without neurological disorders,0.5,0.5,0.0,1.0
Ultrasound‚ÄêEstimated Bladder Weight Correlates With Videourodynamic Studies in Neurogenic Bladder Dysfunction,0.5,0.5,0.0,1.0
Understanding US Health Insurance Experiences During Critical Illness Recovery: A Qualitative Study of Intensive Care Unit (ICU) Recovery Visits,1.0,0.0,1.0,0.0
Understanding and managing anxiety sensitivity during critical illness and long-term recovery,0.6666666666666666,0.3333333333333333,1.0,0.0
Understanding the biological success of SARS-CoV-2: immunoevasion strategies and beyond,1.0,0.0,0.0,1.0
Unique Presentation of Syphilis With Ocular Involvement: A Case Report,0.0,1.0,0.0,1.0
Universal Health Care System in India: An In-Depth Examination of the Ayushman Bharat Initiative,0.0,1.0,0.0,1.0
"WCN23-0181 CLINICAL PRESENTATION, EPIDEMIOLOGY, MANAGEMENT, AND FOLLOW-UP FOR PATIENTS DIAGNOSED WITH BARTTER SYNDROME: A SYSTEMATIC REVIEW OF CASE REPORTS AND CASE SERIES",1.0,0.0,0.0,1.0
Wake Up Call: Pediatric Cardiac Intensive Care Registered Nurse Well-Being,0.6666666666666666,0.3333333333333333,0.0,1.0
Â¿ Son los anticuerpos IgG e IgM contra los antÃ­genos S y N del SARS-CoV-2 siempre predictores de infecciÃ³n previa por SARS-CoV-2?,1.0,0.0,0.0,1.0
