Fork Name,Publication Title,level_2 2017,Gender - Author 2017,level_2 2023,Gender - Author 2023
A. Fahim Habib,Simulation results for PLATO: a prototype hybrid X-ray photon counting detector with a low energy threshold for fusion plasma diagnostics,Total Co-authors,8,0,0
A. Fahim Habib,Single-stage plasma-based correlated energy spread compensation for ultrahigh 6D brightness electron beams,Male Co-authors,1,0,0
A. Fahim Habib,Single-stage plasma-based correlated energy spread compensation for ultrahigh 6D brightness electron beams,Female Co-authors,12,0,0
A. Fahim Habib,Single-stage plasma-based correlated energy spread compensation for ultrahigh 6D brightness electron beams,Total Co-authors,13,0,0
A. Fahim Habib,Ultrahigh 6D-brightness electron beams for the light sources of the next generation,Male Co-authors,4,0,0
A. Fahim Habib,Ultrahigh 6D-brightness electron beams for the light sources of the next generation,Female Co-authors,4,0,0
A. Fahim Habib,Ultrahigh 6D-brightness electron beams for the light sources of the next generation,Total Co-authors,8,0,0
Adel Bassily-Marcus,A rare case of disseminated Trichosporon asahii infection after orthotopic liver transplant,Male Co-authors,3,0,0
Adel Bassily-Marcus,A rare case of disseminated Trichosporon asahii infection after orthotopic liver transplant,Female Co-authors,4,0,0
Adel Bassily-Marcus,A rare case of disseminated Trichosporon asahii infection after orthotopic liver transplant,Total Co-authors,7,0,0
Adel Bassily-Marcus,Continous Respiratory Monitoring of Nonintubated Patients Outside the ICU: ETCO2+ Oximetry vs Respiratory Volume Monitoring,Male Co-authors,4,0,0
Adel Bassily-Marcus,Continous Respiratory Monitoring of Nonintubated Patients Outside the ICU: ETCO2+ Oximetry vs Respiratory Volume Monitoring,Female Co-authors,2,0,0
Adel Bassily-Marcus,Continous Respiratory Monitoring of Nonintubated Patients Outside the ICU: ETCO2+ Oximetry vs Respiratory Volume Monitoring,Total Co-authors,6,0,0
Adel Bassily-Marcus,Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,Male Co-authors,4,0,0
Adel Bassily-Marcus,Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,Female Co-authors,5,0,0
Adel Bassily-Marcus,Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,Total Co-authors,9,0,0
Adel Bassily-Marcus,Hemophagocytic Lymphohistiocytosis: An Under Recognized But Fatal Disease,Male Co-authors,3,0,0
Adel Bassily-Marcus,Hemophagocytic Lymphohistiocytosis: An Under Recognized But Fatal Disease,Female Co-authors,3,0,0
Adel Bassily-Marcus,Hemophagocytic Lymphohistiocytosis: An Under Recognized But Fatal Disease,Total Co-authors,6,0,0
Andre Holder,Early sepsis detection in critical care patients using multiscale blood pressure and heart rate dynamics,Male Co-authors,3,0,0
Andre Holder,Early sepsis detection in critical care patients using multiscale blood pressure and heart rate dynamics,Female Co-authors,1,0,0
Andre Holder,Early sepsis detection in critical care patients using multiscale blood pressure and heart rate dynamics,Total Co-authors,4,0,0
Andre Holder,Measuring Fellows' Willingness to Challenge Authority Using an Objective Structured Clinical Examination,Male Co-authors,2,0,0
Andre Holder,Measuring Fellows' Willingness to Challenge Authority Using an Objective Structured Clinical Examination,Female Co-authors,4,0,0
Andre Holder,Measuring Fellows' Willingness to Challenge Authority Using an Objective Structured Clinical Examination,Total Co-authors,6,0,0
Andre Holder,Serial daily organ failure assessment beyond ICU day 5 does not independently add precision to ICU risk-of-death prediction,Male Co-authors,2,0,0
Andre Holder,Serial daily organ failure assessment beyond ICU day 5 does not independently add precision to ICU risk-of-death prediction,Female Co-authors,2,0,0
Andre Holder,Serial daily organ failure assessment beyond ICU day 5 does not independently add precision to ICU risk-of-death prediction,Total Co-authors,4,0,0
Anis Davoudi,Anesthesia Instrument Recognition System.,Male Co-authors,2,0,0
Anis Davoudi,Anesthesia Instrument Recognition System.,Female Co-authors,1,0,0
Anis Davoudi,Anesthesia Instrument Recognition System.,Total Co-authors,3,0,0
Anis Davoudi,Delirium prediction using machine learning models on predictive electronic health records data,Male Co-authors,3,0,0
Anis Davoudi,Delirium prediction using machine learning models on predictive electronic health records data,Female Co-authors,2,0,0
Anis Davoudi,Delirium prediction using machine learning models on predictive electronic health records data,Total Co-authors,5,0,0
Anis Davoudi,Power-efficient real-time approach to non-wear time detection for smartwatches,Male Co-authors,3,0,0
Anis Davoudi,Power-efficient real-time approach to non-wear time detection for smartwatches,Female Co-authors,3,0,0
Anis Davoudi,Power-efficient real-time approach to non-wear time detection for smartwatches,Total Co-authors,6,0,0
Anoop Mayampurath,Abstract 124,Male Co-authors,13,0,0
Anoop Mayampurath,Abstract 124,Female Co-authors,2,0,0
Anoop Mayampurath,Abstract 124,Total Co-authors,15,0,0
Anoop Mayampurath,"Febrile Neutropenia Syndromes in Children: Should Management Differ for Primary, Persistent, Recurrent or Engraftment Fever?",Male Co-authors,3,0,0
Anoop Mayampurath,"Febrile Neutropenia Syndromes in Children: Should Management Differ for Primary, Persistent, Recurrent or Engraftment Fever?",Female Co-authors,0,0,0
Anoop Mayampurath,"Febrile Neutropenia Syndromes in Children: Should Management Differ for Primary, Persistent, Recurrent or Engraftment Fever?",Total Co-authors,3,0,0
Anoop Mayampurath,IP123. Gender Differences in Carotid Artery Restenosis Rates Following Surgical Intervention,Male Co-authors,1,0,0
Anoop Mayampurath,IP123. Gender Differences in Carotid Artery Restenosis Rates Following Surgical Intervention,Female Co-authors,1,0,0
Anoop Mayampurath,IP123. Gender Differences in Carotid Artery Restenosis Rates Following Surgical Intervention,Total Co-authors,2,0,0
Chenyue Lu,Z cells activated by zinc finger-like protein and uses thereof in cancer treatment,Male Co-authors,3,0,0
Chenyue Lu,Z cells activated by zinc finger-like protein and uses thereof in cancer treatment,Female Co-authors,1,0,0
Chenyue Lu,Z cells activated by zinc finger-like protein and uses thereof in cancer treatment,Total Co-authors,4,0,0
Donna Lee Armaignac,Hurricane Irma–‘No’Clinical Impact,Male Co-authors,2,0,0
Donna Lee Armaignac,Hurricane Irma–‘No’Clinical Impact,Female Co-authors,3,0,0
Donna Lee Armaignac,Hurricane Irma–‘No’Clinical Impact,Total Co-authors,5,0,0
Donna Lee Armaignac,Irma-No Clinical Impact,Male Co-authors,0,0,0
Donna Lee Armaignac,Irma-No Clinical Impact,Female Co-authors,1,0,0
Donna Lee Armaignac,Irma-No Clinical Impact,Total Co-authors,1,0,0
Donna Lee Armaignac,Positive Impact of Tele-ICU Monitoring on Hospital Mortality and Cost Among Patients in Progressive Care With Cardiovascular Disease: Experience From a Large Healthcare System,Male Co-authors,4,0,0
Donna Lee Armaignac,Positive Impact of Tele-ICU Monitoring on Hospital Mortality and Cost Among Patients in Progressive Care With Cardiovascular Disease: Experience From a Large Healthcare System,Female Co-authors,2,0,0
Donna Lee Armaignac,Positive Impact of Tele-ICU Monitoring on Hospital Mortality and Cost Among Patients in Progressive Care With Cardiovascular Disease: Experience From a Large Healthcare System,Total Co-authors,6,0,0
Donna Lee Armaignac,Presentation#: V10-01: Teletriage: Application of a Tele-ICU Infrastructure to Enhance Patient Care Experience in the Emergency Department,Male Co-authors,0,0,0
Donna Lee Armaignac,Presentation#: V10-01: Teletriage: Application of a Tele-ICU Infrastructure to Enhance Patient Care Experience in the Emergency Department,Female Co-authors,1,0,0
Donna Lee Armaignac,Presentation#: V10-01: Teletriage: Application of a Tele-ICU Infrastructure to Enhance Patient Care Experience in the Emergency Department,Total Co-authors,1,0,0
Eduardo Mireles-Cabodevila,Feasibility of mid-frequency ventilation among infants with respiratory distress syndrome,Male Co-authors,3,0,0
Eduardo Mireles-Cabodevila,Feasibility of mid-frequency ventilation among infants with respiratory distress syndrome,Female Co-authors,0,0,0
Eduardo Mireles-Cabodevila,Feasibility of mid-frequency ventilation among infants with respiratory distress syndrome,Total Co-authors,3,0,0
Eduardo Mireles-Cabodevila,Modeling of lung function recovery in neuralgic amyotrophy with diaphragm impairment,Male Co-authors,2,0,0
Eduardo Mireles-Cabodevila,Modeling of lung function recovery in neuralgic amyotrophy with diaphragm impairment,Female Co-authors,0,0,0
Eduardo Mireles-Cabodevila,Modeling of lung function recovery in neuralgic amyotrophy with diaphragm impairment,Total Co-authors,2,0,0
Eduardo Mireles-Cabodevila,"Neuromuscular weakness in chronic obstructive pulmonary disease: chest wall, diaphragm, and peripheral muscle contributions",Male Co-authors,2,0,0
Eduardo Mireles-Cabodevila,"Neuromuscular weakness in chronic obstructive pulmonary disease: chest wall, diaphragm, and peripheral muscle contributions",Female Co-authors,0,0,0
Eduardo Mireles-Cabodevila,"Neuromuscular weakness in chronic obstructive pulmonary disease: chest wall, diaphragm, and peripheral muscle contributions",Total Co-authors,2,0,0
Eduardo Mireles-Cabodevila,On the need for standard definitions and education to optimize patient-ventilator interactions,Male Co-authors,1,0,0
Eduardo Mireles-Cabodevila,On the need for standard definitions and education to optimize patient-ventilator interactions,Female Co-authors,1,0,0
Eduardo Mireles-Cabodevila,On the need for standard definitions and education to optimize patient-ventilator interactions,Total Co-authors,2,0,0
Eduardo Mireles-Cabodevila,Revisiting ultrasound-guided subclavian/axillary vein cannulations: importance of pleural avoidance with rib trajectory,Male Co-authors,4,0,0
Eduardo Mireles-Cabodevila,Revisiting ultrasound-guided subclavian/axillary vein cannulations: importance of pleural avoidance with rib trajectory,Female Co-authors,2,0,0
Eduardo Mireles-Cabodevila,Revisiting ultrasound-guided subclavian/axillary vein cannulations: importance of pleural avoidance with rib trajectory,Total Co-authors,6,0,0
Eduardo Mireles-Cabodevila,Sleep in amyotrophic lateral sclerosis,Male Co-authors,1,0,0
Eduardo Mireles-Cabodevila,Sleep in amyotrophic lateral sclerosis,Female Co-authors,0,0,0
Eduardo Mireles-Cabodevila,Sleep in amyotrophic lateral sclerosis,Total Co-authors,1,0,0
Keiko Kunitoki,Mean diffusivity of basal ganglia and thalamus specifically associated with motivational states among mood states,Male Co-authors,7,0,0
Keiko Kunitoki,Mean diffusivity of basal ganglia and thalamus specifically associated with motivational states among mood states,Female Co-authors,8,0,0
Keiko Kunitoki,Mean diffusivity of basal ganglia and thalamus specifically associated with motivational states among mood states,Total Co-authors,15,0,0
Keiko Kunitoki,The VEGF gene polymorphism impacts brain volume and arterial blood volume,Male Co-authors,8,0,0
Keiko Kunitoki,The VEGF gene polymorphism impacts brain volume and arterial blood volume,Female Co-authors,11,0,0
Keiko Kunitoki,The VEGF gene polymorphism impacts brain volume and arterial blood volume,Total Co-authors,19,0,0
Keiko Kunitoki,The anterior midcingulate cortex as a neural node underlying hostility in young adults,Male Co-authors,7,0,0
Keiko Kunitoki,The anterior midcingulate cortex as a neural node underlying hostility in young adults,Female Co-authors,9,0,0
Keiko Kunitoki,The anterior midcingulate cortex as a neural node underlying hostility in young adults,Total Co-authors,16,0,0
Marilyn Schallom,A novel ICU hand-over tool: the glass door of the patient room,Male Co-authors,1,0,0
Marilyn Schallom,A novel ICU hand-over tool: the glass door of the patient room,Female Co-authors,1,0,0
Marilyn Schallom,A novel ICU hand-over tool: the glass door of the patient room,Total Co-authors,2,0,0
Marilyn Schallom,Improving caregivers’ perceptions regarding patient goals of care/end-of-life issues for the multidisciplinary critical care team,Male Co-authors,1,0,0
Marilyn Schallom,Improving caregivers’ perceptions regarding patient goals of care/end-of-life issues for the multidisciplinary critical care team,Female Co-authors,1,0,0
Marilyn Schallom,Improving caregivers’ perceptions regarding patient goals of care/end-of-life issues for the multidisciplinary critical care team,Total Co-authors,2,0,0
Marilyn Schallom,Pressure injuries in critical care: a survey of critical care nurses,Male Co-authors,2,0,0
Marilyn Schallom,Pressure injuries in critical care: a survey of critical care nurses,Female Co-authors,0,0,0
Marilyn Schallom,Pressure injuries in critical care: a survey of critical care nurses,Total Co-authors,2,0,0
Marilyn Schallom,Retrospective review of postoperative glycemic control in patients after distal pancreatectomy,Male Co-authors,1,0,0
Marilyn Schallom,Retrospective review of postoperative glycemic control in patients after distal pancreatectomy,Female Co-authors,0,0,0
Marilyn Schallom,Retrospective review of postoperative glycemic control in patients after distal pancreatectomy,Total Co-authors,1,0,0
Mary E. Lough,Cardiovascular diagnostic procedures,Male Co-authors,0,0,0
Mary E. Lough,Cardiovascular diagnostic procedures,Female Co-authors,1,0,0
Mary E. Lough,Cardiovascular diagnostic procedures,Total Co-authors,1,0,0
Melissa L. Thompson Bastin,Acute hepatotoxicity after high-dose cytarabine for the treatment of relapsed acute myeloid leukemia: a case report,Male Co-authors,1,0,0
Melissa L. Thompson Bastin,Acute hepatotoxicity after high-dose cytarabine for the treatment of relapsed acute myeloid leukemia: a case report,Female Co-authors,1,0,0
Melissa L. Thompson Bastin,Acute hepatotoxicity after high-dose cytarabine for the treatment of relapsed acute myeloid leukemia: a case report,Total Co-authors,2,0,0
Melissa L. Thompson Bastin,C50 CRITICAL CARE: NON-PULMONARY CRITICAL CARE PROBLEMS: Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,Male Co-authors,0,0,0
Melissa L. Thompson Bastin,C50 CRITICAL CARE: NON-PULMONARY CRITICAL CARE PROBLEMS: Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,Female Co-authors,5,0,0
Melissa L. Thompson Bastin,C50 CRITICAL CARE: NON-PULMONARY CRITICAL CARE PROBLEMS: Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,Total Co-authors,5,0,0
Melissa L. Thompson Bastin,Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,Male Co-authors,2,0,0
Melissa L. Thompson Bastin,Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,Female Co-authors,1,0,0
Melissa L. Thompson Bastin,Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,Total Co-authors,3,0,0
Mohammed J. Al-Jaghbeer,"A case of birt-hogg-dube, presenting with recurrent pneumothorax, managed with intrabronchial valve placement",Male Co-authors,2,0,0
Mohammed J. Al-Jaghbeer,"A case of birt-hogg-dube, presenting with recurrent pneumothorax, managed with intrabronchial valve placement",Female Co-authors,0,0,0
Mohammed J. Al-Jaghbeer,"A case of birt-hogg-dube, presenting with recurrent pneumothorax, managed with intrabronchial valve placement",Total Co-authors,2,0,0
"Robert David Stevens, MD, FCCM",Determinants of prognosis in neurocatastrophes,Male Co-authors,0,0,0
"Robert David Stevens, MD, FCCM",Determinants of prognosis in neurocatastrophes,Female Co-authors,2,0,0
"Robert David Stevens, MD, FCCM",Determinants of prognosis in neurocatastrophes,Total Co-authors,2,0,0
"Robert David Stevens, MD, FCCM",Physiological effects of early incremental mobilization of a patient with acute intracerebral and intraventricular hemorrhage requiring dual external ventricular drainage,Male Co-authors,0,0,0
"Robert David Stevens, MD, FCCM",Physiological effects of early incremental mobilization of a patient with acute intracerebral and intraventricular hemorrhage requiring dual external ventricular drainage,Female Co-authors,2,0,0
"Robert David Stevens, MD, FCCM",Physiological effects of early incremental mobilization of a patient with acute intracerebral and intraventricular hemorrhage requiring dual external ventricular drainage,Total Co-authors,2,0,0
"Robert David Stevens, MD, FCCM","Traumatic brain injury: integrated approaches to improve prevention, clinical care, and research",Male Co-authors,58,0,0
"Robert David Stevens, MD, FCCM","Traumatic brain injury: integrated approaches to improve prevention, clinical care, and research",Female Co-authors,57,0,0
"Robert David Stevens, MD, FCCM","Traumatic brain injury: integrated approaches to improve prevention, clinical care, and research",Total Co-authors,115,0,0
"Robert David Stevens, MD, FCCM",Variation in monitoring and treatment policies for intracranial hypertension in traumatic brain injury: a survey in 66 neurotrauma centers participating in the CENTER-TBI study,Male Co-authors,4,0,0
"Robert David Stevens, MD, FCCM",Variation in monitoring and treatment policies for intracranial hypertension in traumatic brain injury: a survey in 66 neurotrauma centers participating in the CENTER-TBI study,Female Co-authors,3,0,0
"Robert David Stevens, MD, FCCM",Variation in monitoring and treatment policies for intracranial hypertension in traumatic brain injury: a survey in 66 neurotrauma centers participating in the CENTER-TBI study,Total Co-authors,7,0,0
Salah Al-Zaiti,Evaluating the Diagnostic Accuracy of Clinical Risk Scores to Detect Acute Coronary Syndrome in Patients Evaluated at the Emergency Department for a Chief Complaint of Chest Pain,Male Co-authors,3,0,0
Salah Al-Zaiti,Evaluating the Diagnostic Accuracy of Clinical Risk Scores to Detect Acute Coronary Syndrome in Patients Evaluated at the Emergency Department for a Chief Complaint of Chest Pain,Female Co-authors,0,0,0
Salah Al-Zaiti,Evaluating the Diagnostic Accuracy of Clinical Risk Scores to Detect Acute Coronary Syndrome in Patients Evaluated at the Emergency Department for a Chief Complaint of Chest Pain,Total Co-authors,3,0,0
Salah Al-Zaiti,Evaluation of beat-to-beat ventricular repolarization lability from standard 12‐lead ECG during acute myocardial ischemia,Male Co-authors,5,0,0
Salah Al-Zaiti,Evaluation of beat-to-beat ventricular repolarization lability from standard 12‐lead ECG during acute myocardial ischemia,Female Co-authors,0,0,0
Salah Al-Zaiti,Evaluation of beat-to-beat ventricular repolarization lability from standard 12‐lead ECG during acute myocardial ischemia,Total Co-authors,5,0,0
Salah Al-Zaiti,Incidence and Predictors of Delaying Seeking Emergent Medical Care Among Patients With Suspected Acute Coronary Syndrome,Male Co-authors,3,0,0
Salah Al-Zaiti,Incidence and Predictors of Delaying Seeking Emergent Medical Care Among Patients With Suspected Acute Coronary Syndrome,Female Co-authors,1,0,0
Salah Al-Zaiti,Incidence and Predictors of Delaying Seeking Emergent Medical Care Among Patients With Suspected Acute Coronary Syndrome,Total Co-authors,4,0,0
Salah Al-Zaiti,Predictors of Emergency Medical Personnel’s Decision to Transmit or Not to Transmit the Prehospital 12-Lead ECG of Patients With Suspected Acute Myocardial Infarction,Male Co-authors,4,0,0
Salah Al-Zaiti,Predictors of Emergency Medical Personnel’s Decision to Transmit or Not to Transmit the Prehospital 12-Lead ECG of Patients With Suspected Acute Myocardial Infarction,Female Co-authors,0,0,0
Salah Al-Zaiti,Predictors of Emergency Medical Personnel’s Decision to Transmit or Not to Transmit the Prehospital 12-Lead ECG of Patients With Suspected Acute Myocardial Infarction,Total Co-authors,4,0,0
Salah Al-Zaiti,Similar ECG Features in 2 Different Diagnoses,Male Co-authors,0,0,0
Salah Al-Zaiti,Similar ECG Features in 2 Different Diagnoses,Female Co-authors,1,0,0
Salah Al-Zaiti,Similar ECG Features in 2 Different Diagnoses,Total Co-authors,1,0,0
Salah Al-Zaiti,Spatial indices of repolarization correlate with non-ST elevation myocardial ischemia in patients with chest pain,Male Co-authors,5,0,0
Salah Al-Zaiti,Spatial indices of repolarization correlate with non-ST elevation myocardial ischemia in patients with chest pain,Female Co-authors,2,0,0
Salah Al-Zaiti,Spatial indices of repolarization correlate with non-ST elevation myocardial ischemia in patients with chest pain,Total Co-authors,7,0,0
Salah Al-Zaiti,The Prevalence of Secondary Repolarization Abnormalities Confounding the Electrocardiographic Diagnosis of Acute Myocardial Ischemia in Patients Presenting With Chest Pain,Male Co-authors,3,0,0
Salah Al-Zaiti,The Prevalence of Secondary Repolarization Abnormalities Confounding the Electrocardiographic Diagnosis of Acute Myocardial Ischemia in Patients Presenting With Chest Pain,Female Co-authors,2,0,0
Salah Al-Zaiti,The Prevalence of Secondary Repolarization Abnormalities Confounding the Electrocardiographic Diagnosis of Acute Myocardial Ischemia in Patients Presenting With Chest Pain,Total Co-authors,5,0,0
Salah Al-Zaiti,Time of Day and Day of Week Variations in Chest Pain Encounters at the Prehospital Setting,Male Co-authors,4,0,0
Salah Al-Zaiti,Time of Day and Day of Week Variations in Chest Pain Encounters at the Prehospital Setting,Female Co-authors,0,0,0
Salah Al-Zaiti,Time of Day and Day of Week Variations in Chest Pain Encounters at the Prehospital Setting,Total Co-authors,4,0,0
Siddharth Dugar,Acute orthodeoxia: evaluation using point-of-care ultrasound imaging,Male Co-authors,3,0,0
Siddharth Dugar,Acute orthodeoxia: evaluation using point-of-care ultrasound imaging,Female Co-authors,1,0,0
Siddharth Dugar,Acute orthodeoxia: evaluation using point-of-care ultrasound imaging,Total Co-authors,4,0,0
Siddharth Dugar,On the need for standard definitions and education to optimize patient-ventilator interactions,Male Co-authors,1,0,0
Siddharth Dugar,On the need for standard definitions and education to optimize patient-ventilator interactions,Female Co-authors,1,0,0
Siddharth Dugar,On the need for standard definitions and education to optimize patient-ventilator interactions,Total Co-authors,2,0,0
Siddharth Dugar,Refractory Hypoxia in a Mechanically Ventilated Patient,Male Co-authors,1,0,0
Siddharth Dugar,Refractory Hypoxia in a Mechanically Ventilated Patient,Female Co-authors,3,0,0
Siddharth Dugar,Refractory Hypoxia in a Mechanically Ventilated Patient,Total Co-authors,4,0,0
SumitKapoor,B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant Liver Failure,Male Co-authors,2,0,0
SumitKapoor,B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant Liver Failure,Female Co-authors,0,0,0
SumitKapoor,B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant Liver Failure,Total Co-authors,2,0,0
SumitKapoor,"C57 CRITICAL CARE CASE REPORTS: HEMATOLOGY, ONCOLOGY, RHEUMATOLOGY, AND IMMUNOLOGY: B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant …",Male Co-authors,0,0,0
SumitKapoor,"C57 CRITICAL CARE CASE REPORTS: HEMATOLOGY, ONCOLOGY, RHEUMATOLOGY, AND IMMUNOLOGY: B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant …",Female Co-authors,2,0,0
SumitKapoor,"C57 CRITICAL CARE CASE REPORTS: HEMATOLOGY, ONCOLOGY, RHEUMATOLOGY, AND IMMUNOLOGY: B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant …",Total Co-authors,2,0,0
SumitKapoor,Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,Male Co-authors,4,0,0
SumitKapoor,Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,Female Co-authors,5,0,0
SumitKapoor,Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,Total Co-authors,9,0,0
SumitKapoor,Diffuse large B-cell lymphoma with secondary hemophagocytic lymphohistiocytosis presenting as acute liver failure,Male Co-authors,3,0,0
SumitKapoor,Diffuse large B-cell lymphoma with secondary hemophagocytic lymphohistiocytosis presenting as acute liver failure,Female Co-authors,1,0,0
SumitKapoor,Diffuse large B-cell lymphoma with secondary hemophagocytic lymphohistiocytosis presenting as acute liver failure,Total Co-authors,4,0,0
SumitKapoor,Plasmapheresis for refractory pruritus due to drug-induced cholestasis,Male Co-authors,3,0,0
SumitKapoor,Plasmapheresis for refractory pruritus due to drug-induced cholestasis,Female Co-authors,1,0,0
SumitKapoor,Plasmapheresis for refractory pruritus due to drug-induced cholestasis,Total Co-authors,4,0,0
SumitKapoor,Septic Pulmonary Emboli-A Cause For Recurrent Bilateral Pneumothorax,Male Co-authors,3,0,0
SumitKapoor,Septic Pulmonary Emboli-A Cause For Recurrent Bilateral Pneumothorax,Female Co-authors,1,0,0
SumitKapoor,Septic Pulmonary Emboli-A Cause For Recurrent Bilateral Pneumothorax,Total Co-authors,4,0,0
Susan McLean,Characteristics and management of blunt renal injury in children,Male Co-authors,1,0,0
Susan McLean,Characteristics and management of blunt renal injury in children,Female Co-authors,1,0,0
Susan McLean,Characteristics and management of blunt renal injury in children,Total Co-authors,2,0,0
Susan McLean,Trauma patients warrant upper and lower extremity venous duplex ultrasound surveillance,Male Co-authors,1,0,0
Susan McLean,Trauma patients warrant upper and lower extremity venous duplex ultrasound surveillance,Female Co-authors,2,0,0
Susan McLean,Trauma patients warrant upper and lower extremity venous duplex ultrasound surveillance,Total Co-authors,3,0,0
A. Fahim Habib,Attosecond-Angstrom free-electron-laser towards the cold beam limit,0,0,Male Co-authors,0
A. Fahim Habib,Attosecond-Angstrom free-electron-laser towards the cold beam limit,0,0,Female Co-authors,15
A. Fahim Habib,Attosecond-Angstrom free-electron-laser towards the cold beam limit,0,0,Total Co-authors,15
A. Fahim Habib,Digital cells radiation hardness study of TPSCo 65 nm CIS technology by designing a ring oscillator,0,0,Male Co-authors,0
A. Fahim Habib,Digital cells radiation hardness study of TPSCo 65 nm CIS technology by designing a ring oscillator,0,0,Female Co-authors,5
A. Fahim Habib,Digital cells radiation hardness study of TPSCo 65 nm CIS technology by designing a ring oscillator,0,0,Total Co-authors,5
A. Fahim Habib,Plasma photocathodes,0,0,Male Co-authors,0
A. Fahim Habib,Plasma photocathodes,0,0,Female Co-authors,27
A. Fahim Habib,Plasma photocathodes,0,0,Total Co-authors,27
A. Fahim Habib,Progress in hybrid plasma wakefield acceleration,0,0,Male Co-authors,22
A. Fahim Habib,Progress in hybrid plasma wakefield acceleration,0,0,Female Co-authors,8
A. Fahim Habib,Progress in hybrid plasma wakefield acceleration,0,0,Total Co-authors,30
Adel Bassily-Marcus,First case of rapidly fatal mpox from secondary (household) transmission in a kidney transplant recipient,0,0,Male Co-authors,3
Adel Bassily-Marcus,First case of rapidly fatal mpox from secondary (household) transmission in a kidney transplant recipient,0,0,Female Co-authors,3
Adel Bassily-Marcus,First case of rapidly fatal mpox from secondary (household) transmission in a kidney transplant recipient,0,0,Total Co-authors,6
Adel Bassily-Marcus,"Intravenous aviptadil and remdesivir for treatment of COVID-19-associated hypoxaemic respiratory failure in the USA (TESICO): a randomised, placebo-controlled trial",0,0,Male Co-authors,43
